id,Gender,Age,Travel Category,Travel Class,Distance Travelled,Departure/Arrival Rating,Booking Ease,Boarding Point,Food,Seat Comfort,Entertainment,Leg Room,Luggage Handling,Cleanliness,Departure Delay (min),Arrival Delay (min),Satisfaction
114961,Female,33,Official,Business,3351,,3,3,4,4,4,4,4,5,8,5,satisfied
45134,Female,23,Official,Business,157,0,5,4,1,1,1,4,2,1,0,0,satisfied
13462,Male,31,Personal Travel,Economy,368,3,3,4,,3,3,1,3,3,0,0,dissatisfied
69748,Male,58,Official,Business,2227,4,,4,2,5,5,5,5,3,0,0,satisfied
18034,Female,17,Official,Economy,439,,4,,5,,5,,2,5,52,38,satisfied
60752,Male,39,Official,Business,0,3,3,3,4,5,4,4,4,5,80,88,satisfied
119675,Female,56,Official,Business,1193,5,1,5,5,4,4,,4,3,0,0,satisfied
13630,Female,24,Official,Economy,913,3,3,3,3,3,,1,3,3,46,42,dissatisfied
64505,Female,26,Official,Business,222,5,3,4,2,2,2,5,5,2,2,5,dissatisfied
111270,Female,42,Official,Business,2075,3,3,,,2,3,3,3,2,11,0,dissatisfied
290,Male,39,Official,Business,1125,1,1,2,1,1,1,,4,1,0,0,dissatisfied
1995,Male,57,Personal Travel,,345,4,3,1,5,3,5,4,4,5,1,0,dissatisfied
9701,Female,41,Personal Travel,Economy,249,3,1,2,2,2,2,4,5,2,1,4,dissatisfied
128307,Male,33,Official,Business,304,2,2,2,1,1,1,2,5,1,0,0,dissatisfied
88308,Male,22,Official,Economy,0,0,3,,,2,2,2,4,2,0,0,dissatisfied
107883,Female,55,Official,Business,205,,3,5,3,3,3,,5,3,0,0,dissatisfied
69724,Female,69,Personal Travel,Economy,1235,4,,1,4,5,5,,5,5,20,30,dissatisfied
17813,Male,47,Official,Business,2464,2,4,2,2,,2,2,2,1,0,0,satisfied
10867,Male,39,Official,Business,67,1,1,4,5,1,5,5,4,5,0,0,dissatisfied
11444,Female,46,Official,Premium,126,1,1,1,2,3,2,2,2,3,0,0,dissatisfied
115563,Male,37,Official,Economy,432,1,2,4,3,3,3,4,3,3,0,0,dissatisfied
72480,Male,59,Official,Business,826,2,2,2,5,3,3,3,3,4,34,29,dissatisfied
57276,Female,38,Personal Travel,Economy,565,4,,3,2,,2,,4,2,41,31,dissatisfied
115696,Male,41,Official,Business,2909,2,2,2,2,5,5,5,5,5,0,0,satisfied
76328,Female,60,Personal Travel,Economy,1964,2,1,3,1,3,5,1,5,4,0,4,dissatisfied
95610,Female,24,Official,Economy,740,4,4,4,5,4,5,5,4,5,0,0,dissatisfied
102649,Male,25,Official,Business,0,3,5,3,5,,5,4,4,5,7,0,satisfied
7215,Male,31,Official,Business,122,4,,4,1,,1,3,2,1,0,0,dissatisfied
36552,Female,33,Official,Economy,1077,0,0,1,2,2,2,3,1,2,53,58,satisfied
104471,Male,32,Official,Business,3456,2,2,2,,5,5,4,4,5,0,0,satisfied
54177,Female,32,Official,Business,1260,1,1,1,,4,3,1,2,4,292,331,dissatisfied
89186,Female,31,Personal Travel,Economy,1925,5,,3,5,5,,4,4,5,0,0,dissatisfied
82907,Female,53,Personal Travel,Economy,0,4,3,,1,2,,3,1,1,32,20,dissatisfied
19356,Male,26,Official,Economy,623,3,3,3,5,5,5,5,3,5,9,13,dissatisfied
45589,Female,55,Official,Business,1802,2,2,2,,2,5,5,5,3,78,82,satisfied
18399,Male,22,Official,,256,0,,4,3,3,3,4,5,3,105,125,satisfied
69175,Male,27,Official,Economy,168,4,2,3,5,5,5,5,3,5,0,3,dissatisfied
82532,Female,17,Personal Travel,Business,396,4,3,3,2,1,2,5,5,2,0,0,dissatisfied
29006,Female,26,Official,Economy,185,0,2,4,4,4,4,1,1,4,0,0,dissatisfied
91418,Female,39,Official,Business,1921,2,2,2,4,5,4,4,4,4,0,0,satisfied
65683,Male,63,Personal Travel,Economy,775,4,3,2,5,5,5,5,5,5,0,0,dissatisfied
47048,Male,26,Official,Business,1658,4,4,4,4,4,4,5,2,4,0,8,satisfied
27030,Male,52,Official,Premium,859,4,3,4,5,5,5,,1,5,42,35,satisfied
49307,Male,70,Official,Business,98,,0,2,3,1,2,2,2,3,0,0,satisfied
19698,Female,47,Official,Business,428,2,2,2,5,3,2,,2,2,10,0,dissatisfied
49505,Male,22,Official,Business,2282,5,5,5,5,5,5,5,5,5,0,0,satisfied
69198,Male,60,Official,Business,2312,3,3,3,2,5,4,4,4,3,0,0,satisfied
118338,Male,43,Official,Economy,182,1,4,4,,2,2,5,,2,8,3,dissatisfied
110506,Female,43,Official,Business,758,3,3,3,2,4,5,5,5,5,2,0,satisfied
72708,Female,43,Official,Business,1009,2,2,2,,4,5,,5,5,0,0,satisfied
77969,Female,35,Official,Business,2235,5,0,,4,5,5,3,3,4,2,0,satisfied
40550,Female,24,Official,Business,2665,2,4,2,4,4,4,3,4,4,0,7,satisfied
24752,Female,46,Official,Economy,475,1,1,1,4,4,5,,5,2,0,7,satisfied
7158,Female,45,Official,Business,125,5,3,5,3,5,5,5,4,5,39,33,satisfied
117463,Female,44,Personal Travel,Premium,996,5,2,2,3,1,1,2,1,4,42,39,dissatisfied
110519,Female,49,Official,Business,3141,3,3,3,4,4,2,2,2,5,11,3,satisfied
109859,Female,38,Official,,0,1,1,1,,3,2,2,2,4,0,0,dissatisfied
8409,Male,22,Official,Business,3137,2,2,2,4,4,4,4,4,4,48,39,satisfied
97098,Female,28,Official,Business,1118,3,,2,2,2,2,3,4,2,37,36,dissatisfied
21759,Female,23,Official,Business,0,0,0,4,1,1,1,4,4,1,29,14,satisfied
60378,Female,37,Official,Business,1307,4,4,4,4,5,5,5,5,3,37,30,satisfied
119581,Male,34,Official,Business,2048,2,2,2,4,4,5,4,5,3,0,0,satisfied
17464,Female,55,Official,,2911,5,3,5,2,5,5,5,5,3,3,0,satisfied
23954,Male,21,Official,Business,2965,1,1,1,5,,5,2,1,5,0,0,satisfied
39497,Female,15,Personal Travel,Economy,1231,4,,3,5,5,5,5,5,5,0,0,dissatisfied
115878,Male,39,Official,Economy,0,4,4,2,3,3,3,2,1,3,6,0,dissatisfied
96733,Male,63,Personal Travel,,626,5,1,3,4,,4,3,4,4,19,24,dissatisfied
62105,Female,27,Official,,2183,5,5,2,4,4,4,4,3,4,5,0,satisfied
61516,Male,62,Personal Travel,Economy,2028,5,2,2,1,2,1,5,5,1,4,4,dissatisfied
70931,Male,29,Official,Business,0,4,4,4,5,,5,3,4,5,17,19,satisfied
1640,Female,17,Personal Travel,Premium,899,,1,5,2,2,2,3,5,2,0,0,dissatisfied
45558,Male,52,Official,Business,1391,4,4,4,2,3,5,,5,5,7,24,satisfied
98683,Male,11,Personal Travel,Economy,869,5,3,3,1,1,1,3,4,1,0,0,dissatisfied
47454,Female,18,Personal Travel,Economy,539,0,2,1,5,5,5,4,3,5,0,0,dissatisfied
103465,Female,17,Personal Travel,,354,5,1,4,5,5,5,3,5,5,5,2,dissatisfied
112388,Female,48,Official,,2835,4,3,3,4,,3,3,3,4,21,14,satisfied
114983,Male,38,Official,Business,336,5,5,5,2,2,2,2,5,2,0,0,satisfied
116522,Female,58,Personal Travel,,322,3,4,3,4,,4,4,4,4,6,0,dissatisfied
117896,Male,41,Official,Business,0,5,5,5,,5,5,5,5,4,19,13,satisfied
3069,Female,25,Official,Business,372,4,3,,1,1,1,,5,1,0,12,dissatisfied
110244,Male,38,Official,Business,3084,1,,1,2,3,3,3,3,1,27,9,dissatisfied
72003,Male,51,Official,,1296,,2,,3,5,4,4,4,4,0,0,satisfied
88943,Female,25,Official,Business,2100,3,3,3,4,4,4,5,4,4,0,6,satisfied
38910,Female,39,Official,Business,1454,5,5,,2,2,,2,2,1,9,14,satisfied
66278,Female,22,Official,Premium,414,1,4,1,2,4,2,3,4,2,0,15,dissatisfied
44373,Female,31,Official,Premium,536,5,5,5,5,5,5,2,4,5,0,0,satisfied
27324,Male,24,Official,,3404,5,,,3,3,3,2,3,3,0,0,satisfied
94245,Male,42,Official,Business,3032,4,5,4,2,4,,4,4,3,2,2,satisfied
103596,Female,26,Official,,406,,3,3,2,2,2,4,4,2,0,0,satisfied
25732,Female,34,Personal Travel,Economy,475,3,2,3,,2,2,3,4,2,17,0,dissatisfied
71236,Female,26,Official,Economy,660,1,1,4,1,1,1,4,3,1,5,0,dissatisfied
27618,Male,28,Official,Premium,611,1,1,1,4,4,4,5,2,4,62,54,satisfied
32374,Female,37,Official,Business,0,,5,5,4,4,5,4,,4,4,10,satisfied
58015,Male,39,Official,Business,1549,4,4,4,2,4,5,,,3,0,0,satisfied
14551,Male,10,Personal Travel,Economy,326,5,3,1,,1,1,3,,1,25,55,dissatisfied
27026,Male,70,Personal Travel,Economy,780,,,3,5,5,5,3,3,5,0,0,dissatisfied
101258,Female,40,Official,Business,1958,1,2,1,4,5,4,4,4,3,43,31,satisfied
72457,Male,23,Official,Economy,868,2,2,3,1,1,1,2,4,1,0,0,dissatisfied
115678,Female,74,Official,Business,2908,1,1,1,,,1,1,,4,25,5,dissatisfied
116176,Female,52,Personal Travel,Economy,303,3,1,,2,3,1,1,1,5,18,6,dissatisfied
50871,Male,66,Personal Travel,Economy,69,4,0,2,2,2,2,4,4,2,0,0,dissatisfied
8503,Female,38,Official,Business,776,2,2,2,2,4,2,2,2,3,25,27,satisfied
29591,Female,40,Official,Business,1303,3,3,4,1,1,1,5,3,1,0,0,dissatisfied
50999,Male,52,Personal Travel,Economy,70,4,,5,,3,3,2,4,3,0,0,dissatisfied
104303,Female,42,Official,Business,2694,1,,1,3,5,5,5,5,3,0,0,satisfied
43511,Female,47,Personal Travel,Economy,535,,2,,1,4,,2,2,4,0,0,dissatisfied
1018,Female,57,Official,Business,1828,5,3,5,4,2,5,5,3,3,0,0,satisfied
104273,Female,31,Official,Business,1574,4,4,1,1,1,1,4,3,1,10,0,dissatisfied
110588,Female,29,Personal Travel,Economy,579,5,,2,,3,3,4,4,3,21,32,dissatisfied
94135,Male,21,Official,Business,223,0,5,4,4,4,4,4,5,4,20,22,satisfied
89566,Male,27,Official,Business,0,1,5,1,,5,5,4,5,5,0,0,satisfied
50226,Female,29,Official,Economy,171,2,1,4,4,4,4,5,3,4,0,12,dissatisfied
23440,Male,28,Official,Business,439,4,5,5,5,5,5,3,,5,72,76,satisfied
81227,Female,36,Official,Premium,923,5,5,5,4,4,4,2,5,4,3,0,satisfied
34617,Male,43,Official,Premium,898,4,4,4,4,3,3,4,3,3,258,288,satisfied
50297,Male,58,Official,Business,1593,2,2,2,3,,4,4,5,2,0,0,satisfied
93943,Male,32,Personal Travel,Economy,456,4,,3,2,2,,3,4,2,1,3,satisfied
45385,Female,20,Personal Travel,Premium,135,4,2,4,2,2,2,,5,2,0,0,dissatisfied
109023,Female,13,Official,,734,1,5,1,4,2,4,,3,4,8,12,dissatisfied
96262,Male,50,Personal Travel,Economy,414,4,3,2,,2,2,3,5,2,5,0,dissatisfied
29912,Male,46,Official,Business,144,3,0,4,2,3,4,4,4,1,0,0,satisfied
40104,Female,27,Official,Economy,380,0,2,4,3,3,3,3,3,3,0,0,dissatisfied
69048,Female,61,Official,Business,1369,4,2,4,4,4,2,1,2,1,0,0,dissatisfied
11600,Female,52,Official,Economy,231,3,,3,1,2,2,,2,4,0,0,dissatisfied
30121,Female,7,Personal Travel,Economy,74,4,0,,,2,2,,1,2,104,105,dissatisfied
91927,Female,59,Official,Business,2228,4,2,4,5,5,5,,5,5,0,0,satisfied
5620,Female,18,Personal Travel,Economy,562,2,,3,5,3,5,1,3,5,10,5,dissatisfied
8468,Male,47,Official,Business,1068,4,4,4,,4,,2,2,3,0,0,satisfied
58614,Male,39,Official,Business,0,5,5,3,5,5,5,4,4,5,121,118,satisfied
123846,Male,38,Official,Business,543,1,1,1,4,3,4,4,,3,40,25,dissatisfied
118109,Male,22,Personal Travel,Economy,1799,4,5,3,3,,3,3,5,3,6,5,satisfied
20047,Female,24,Official,Economy,426,3,2,3,5,5,5,,1,5,0,0,dissatisfied
127517,Male,27,Personal Travel,Premium,1868,5,3,2,1,1,1,4,3,1,18,51,dissatisfied
10334,Male,24,Official,Economy,202,0,2,2,,,3,,5,3,0,0,dissatisfied
9055,Female,24,Official,Business,191,5,0,3,2,2,2,3,5,2,1,0,satisfied
98990,Male,23,Personal Travel,Economy,512,4,2,4,5,5,5,,5,5,0,0,dissatisfied
44738,Female,35,Official,Premium,60,2,,2,,5,5,,5,5,8,5,satisfied
93031,Female,42,Official,Business,285,2,2,3,4,4,4,5,4,4,3,32,dissatisfied
69556,Male,51,Official,Business,2228,4,,4,5,5,3,5,5,5,8,34,satisfied
107361,Female,36,Personal Travel,Economy,569,3,,5,,2,2,2,1,2,2,0,satisfied
81325,Female,46,Official,Business,0,1,,1,3,4,4,,4,4,0,0,satisfied
44612,Male,50,Official,Economy,509,2,2,,3,3,3,5,3,3,2,0,dissatisfied
25893,Female,49,Official,Business,456,1,1,1,4,,2,,2,3,28,42,dissatisfied
25092,Male,55,Official,,332,4,4,4,5,,5,5,2,5,0,13,satisfied
106444,Male,56,Personal Travel,Economy,956,3,2,3,4,,4,3,3,4,27,39,dissatisfied
121252,Female,35,Official,Economy,680,,1,4,2,,2,2,2,2,0,0,dissatisfied
66425,Male,50,Personal Travel,Economy,1406,4,2,3,2,,2,5,4,2,4,0,dissatisfied
113999,Female,33,Official,Economy,899,,3,4,1,1,1,4,,1,33,19,dissatisfied
47297,Male,47,Official,Economy,526,1,3,1,5,5,5,2,3,5,0,0,satisfied
95914,Female,56,Official,Business,1354,1,5,1,5,2,1,1,1,2,58,69,dissatisfied
10937,Female,57,Official,Business,1972,,5,5,5,5,4,5,4,3,0,0,satisfied
127886,Female,38,Official,Premium,1148,5,5,5,3,3,3,4,3,3,0,36,dissatisfied
52711,Male,38,Official,Business,2574,1,1,1,1,3,5,5,5,2,9,0,satisfied
49638,Female,38,Official,Business,140,5,5,5,4,,4,4,5,1,0,0,satisfied
41952,Female,52,Official,Economy,518,4,,4,1,1,5,5,5,1,0,0,satisfied
21882,Male,23,Official,Economy,0,0,5,4,2,2,2,,5,2,18,8,satisfied
125054,Female,61,Personal Travel,Premium,2070,4,3,3,3,1,2,5,1,1,17,66,dissatisfied
109018,Female,22,Official,Economy,835,,2,4,2,2,2,2,3,2,14,15,dissatisfied
39442,Male,66,Official,Business,0,3,3,3,,3,3,3,,2,0,6,dissatisfied
87712,Male,59,Personal Travel,Economy,0,4,3,1,1,1,,3,4,1,0,0,dissatisfied
129331,Female,16,Official,Economy,868,3,3,,,3,4,5,3,4,16,4,dissatisfied
102588,Male,65,Official,Premium,357,,1,1,2,2,2,1,3,2,14,8,dissatisfied
100659,Male,52,Official,Business,2125,4,,4,5,,5,5,5,4,0,0,satisfied
91188,Female,29,Personal Travel,Economy,491,5,3,3,5,5,,2,5,5,0,0,dissatisfied
102686,Female,54,Official,Economy,329,2,2,2,4,4,4,,4,2,24,15,dissatisfied
56728,Female,69,Personal Travel,Economy,0,,,3,,4,2,3,5,5,15,3,dissatisfied
41655,Female,36,Official,Business,1602,4,5,5,4,,5,5,,5,0,0,satisfied
86725,Female,39,Personal Travel,Economy,1572,0,1,4,2,2,2,4,5,2,26,19,dissatisfied
74213,Female,22,Personal Travel,Premium,0,4,3,4,,,3,,1,3,0,0,dissatisfied
114731,Male,43,Official,Business,303,,2,2,4,4,4,4,4,3,25,33,satisfied
67304,Male,22,Official,Premium,836,,,5,3,3,3,3,4,3,43,42,dissatisfied
44220,Female,23,Official,Economy,200,0,5,1,3,,3,3,5,3,0,7,satisfied
1363,Male,42,Official,Business,319,3,3,3,2,2,3,3,3,1,0,2,dissatisfied
110050,Male,13,Personal Travel,Economy,1786,2,4,4,1,,1,5,,1,0,0,satisfied
92092,Female,38,Official,Business,0,2,2,3,2,2,2,2,4,2,2,0,dissatisfied
40542,Male,46,Official,Business,1841,3,3,3,5,5,4,,4,5,0,0,satisfied
128079,Female,58,Official,Business,2574,2,5,2,,5,5,4,4,5,15,21,satisfied
67909,Female,19,Personal Travel,Economy,1054,,1,3,1,1,1,,4,1,15,22,dissatisfied
44550,Male,13,Personal Travel,Economy,0,5,0,,1,1,1,,1,1,0,0,dissatisfied
6572,Male,53,Official,Business,546,2,2,2,2,4,5,5,5,4,22,9,satisfied
93566,Male,54,Personal Travel,Business,0,5,,4,3,4,1,1,1,4,0,0,dissatisfied
62750,Male,42,Official,Business,2237,,3,5,4,4,2,2,2,4,0,0,satisfied
11644,Female,55,Official,Business,3375,1,1,1,,5,,5,5,3,0,0,satisfied
70888,Female,69,Personal Travel,Business,1549,1,3,3,2,,3,3,3,2,12,38,dissatisfied
53251,Female,56,Personal Travel,Premium,551,3,,1,2,5,5,1,5,5,2,0,dissatisfied
66606,Female,56,Personal Travel,Economy,685,2,1,3,4,,1,1,1,3,71,58,dissatisfied
124861,Male,58,Official,Business,2954,4,4,4,,4,5,5,5,5,28,24,satisfied
4555,Female,42,Official,Business,3312,2,2,2,3,4,4,4,4,3,0,0,satisfied
113674,Female,15,Personal Travel,Economy,0,3,,3,,3,3,2,,3,0,0,dissatisfied
85803,Female,33,Official,Business,3335,1,1,1,4,4,1,1,,4,0,14,dissatisfied
8631,Female,7,Personal Travel,Business,163,1,1,3,3,3,3,,,3,0,0,dissatisfied
93186,Female,59,Official,Business,2148,4,4,4,2,5,4,4,4,3,0,0,satisfied
35920,Female,65,Official,Premium,0,1,1,1,4,,3,3,3,2,0,0,dissatisfied
88404,Male,41,Official,Business,0,2,4,2,2,,,1,2,1,16,11,dissatisfied
125214,Female,55,Personal Travel,Economy,586,4,1,3,3,4,1,1,1,3,10,14,dissatisfied
19123,Male,58,Official,Economy,258,,,5,4,4,4,5,4,4,0,1,satisfied
30223,Female,44,Personal Travel,Economy,0,4,3,4,4,5,1,3,1,3,0,31,dissatisfied
60734,Male,7,Personal Travel,Economy,1445,4,3,3,3,4,3,4,5,3,15,0,dissatisfied
85742,Female,45,Official,,1799,2,2,,2,,3,3,,5,0,0,satisfied
3861,Female,47,Official,Business,192,,,1,5,2,3,3,2,2,74,63,dissatisfied
107039,Female,45,Official,Business,356,1,1,1,2,5,4,5,4,3,56,49,satisfied
72562,Female,58,Official,,1775,5,5,5,4,3,1,1,,2,0,0,dissatisfied
101950,Female,25,Official,Business,565,0,2,1,,2,2,2,5,2,0,0,dissatisfied
41833,Male,59,Official,,416,1,1,1,,2,1,2,1,1,0,1,satisfied
109738,Female,47,Personal Travel,Economy,421,,2,2,4,4,4,2,4,5,45,51,dissatisfied
45611,Male,31,Official,Business,1667,3,,5,5,5,5,5,5,5,15,37,satisfied
107729,Male,17,Personal Travel,Economy,365,4,0,4,,4,,,3,4,14,14,satisfied
109878,Female,28,Official,,874,3,3,3,2,,2,1,3,2,0,0,dissatisfied
102793,Female,27,Personal Travel,Economy,989,4,,1,5,5,5,2,5,5,1,1,dissatisfied
57788,Male,36,Personal Travel,Economy,2434,1,2,2,2,4,1,2,2,4,8,39,dissatisfied
44926,Female,32,Official,Economy,394,4,4,4,2,2,2,1,2,2,1,11,dissatisfied
112791,Female,50,Official,Business,1251,1,1,1,4,,4,4,4,5,21,0,satisfied
8761,Male,45,Personal Travel,Economy,1032,5,1,3,2,2,2,3,4,2,19,0,dissatisfied
23365,Female,42,Official,Economy,913,4,4,4,2,3,5,5,5,3,117,100,satisfied
83817,Female,27,Official,Economy,383,1,3,3,4,4,4,3,2,4,2,0,dissatisfied
28198,Male,25,Personal Travel,Economy,751,1,3,3,,2,2,5,4,2,0,0,dissatisfied
16644,Female,25,Official,Economy,439,4,3,3,1,1,1,1,,1,10,0,dissatisfied
18698,Male,62,Official,Premium,345,2,2,2,4,4,4,4,3,4,7,14,satisfied
71180,Male,33,Personal Travel,Business,660,2,2,4,4,4,4,,4,4,57,38,dissatisfied
48004,Male,13,Official,Economy,495,,2,4,1,1,1,4,3,1,0,0,dissatisfied
29409,Female,65,Personal Travel,Economy,2353,,4,3,4,2,3,3,3,2,0,0,satisfied
99798,Male,30,Official,Economy,526,2,2,4,2,2,1,3,4,2,135,134,dissatisfied
83573,Male,38,Official,Business,3288,4,4,4,4,4,3,4,3,3,0,0,satisfied
37578,Male,30,Official,Business,962,3,3,2,4,4,,5,3,4,0,0,dissatisfied
56171,Male,56,Official,Business,900,3,3,3,4,1,4,5,4,2,10,0,satisfied
99197,Female,22,Official,Business,1062,5,5,2,2,,2,5,5,2,0,0,satisfied
101420,Female,26,Official,Business,311,0,5,3,1,1,1,3,4,1,14,12,satisfied
17457,Male,28,Personal Travel,Premium,316,3,3,2,5,5,5,1,3,5,0,0,dissatisfied
4053,Male,9,Personal Travel,Economy,435,5,2,2,,4,4,2,,4,0,13,dissatisfied
108271,Female,7,Personal Travel,Economy,806,4,3,3,3,3,,,4,3,1,0,dissatisfied
128944,Male,23,Official,Economy,373,,3,,2,2,2,5,4,2,1,0,dissatisfied
48736,Female,50,Official,Business,1414,3,3,3,,2,4,4,4,4,56,47,dissatisfied
79235,Male,64,Personal Travel,Economy,1369,4,3,,5,5,5,1,2,5,46,67,dissatisfied
57007,Female,48,Personal Travel,Economy,2309,3,,5,2,2,5,4,3,2,0,0,dissatisfied
6814,Male,26,Personal Travel,Economy,110,,4,3,5,5,5,1,4,5,1,0,satisfied
13128,Female,40,Official,Business,384,4,,4,2,3,2,2,4,2,1,0,dissatisfied
54447,Male,26,Official,Business,760,0,0,3,2,2,,4,5,2,0,0,satisfied
49429,Male,38,Official,Business,2874,3,3,3,5,3,5,5,,5,10,3,satisfied
90644,Female,44,Official,Business,329,1,,1,3,4,4,4,4,4,8,43,satisfied
118816,Female,36,Official,Business,332,1,1,1,4,4,4,4,5,4,42,40,dissatisfied
5870,Male,55,Personal Travel,Business,156,5,1,1,2,1,2,1,2,5,25,22,dissatisfied
19011,Male,49,Official,Economy,709,2,2,3,,2,1,3,4,2,222,225,dissatisfied
55059,Male,10,Official,,817,5,5,4,4,3,4,2,5,4,20,0,satisfied
30086,Female,38,Personal Travel,Economy,235,5,5,1,5,5,5,3,1,5,0,0,satisfied
117665,Male,51,Official,Business,1304,,4,4,4,5,5,5,5,4,4,0,satisfied
12065,Female,18,Personal Travel,Economy,338,4,3,,1,3,1,5,5,1,46,41,dissatisfied
61168,Male,35,Official,Business,2813,3,5,3,5,5,4,4,4,4,0,0,satisfied
63298,Male,33,Official,Business,1527,4,4,4,,3,3,,4,3,0,13,dissatisfied
16808,Female,40,Official,Economy,581,3,3,3,2,2,2,5,2,2,73,64,satisfied
119156,Male,23,Official,Business,2262,0,0,3,2,2,2,2,5,2,0,0,satisfied
119771,Male,41,Official,Business,842,1,1,1,3,5,4,4,4,5,0,0,satisfied
13313,Male,47,Official,Economy,403,2,3,,2,2,2,5,3,2,52,46,dissatisfied
93987,Female,8,Personal Travel,Economy,0,5,1,4,1,,1,3,5,1,0,0,dissatisfied
125129,Male,55,Personal Travel,Economy,325,4,2,5,3,3,3,5,5,3,0,0,dissatisfied
94325,Female,42,Official,Business,506,5,5,5,2,5,3,4,3,4,94,86,satisfied
102688,Female,38,Official,Economy,329,,1,4,2,2,2,1,4,2,1,0,dissatisfied
31203,Female,29,Official,Business,565,3,3,3,2,,,1,3,2,0,0,dissatisfied
17223,Female,12,Official,Business,3121,2,1,2,2,2,2,3,1,2,0,11,satisfied
45926,Male,59,Official,Economy,368,2,4,4,3,3,3,4,5,3,0,5,satisfied
123273,Female,51,Personal Travel,Economy,421,4,,3,5,4,2,2,2,2,1,30,dissatisfied
109373,Female,39,Official,Business,2196,1,1,1,3,4,4,4,4,5,20,10,satisfied
118482,Male,35,Official,Business,333,2,2,2,3,,,3,3,3,10,4,satisfied
21715,Male,54,Official,Economy,857,3,3,3,5,5,5,4,,5,0,0,satisfied
121889,Female,66,Personal Travel,Economy,329,3,3,,1,4,2,3,2,2,0,0,dissatisfied
46490,Female,53,Official,Economy,66,3,3,3,1,4,,4,4,5,17,13,satisfied
47535,Male,14,Personal Travel,Economy,539,5,4,5,,3,,2,5,3,0,0,dissatisfied
75426,Female,43,Official,Economy,2108,4,4,,3,,1,1,1,1,2,13,dissatisfied
17516,Female,36,Personal Travel,,317,3,,2,3,3,3,1,4,3,0,12,dissatisfied
3899,Female,56,Official,Economy,192,4,2,1,4,4,4,,1,4,0,0,dissatisfied
89782,Male,43,Personal Travel,Economy,855,1,4,3,3,,3,5,3,3,49,32,dissatisfied
61211,Female,57,Official,Economy,870,5,,3,4,3,1,1,1,3,5,0,dissatisfied
8077,Male,57,Official,Business,0,3,3,3,,5,,5,5,4,0,0,satisfied
80963,Female,43,Official,Business,1859,0,0,3,4,,1,1,1,5,0,0,satisfied
114709,Female,46,Official,Business,0,4,4,4,3,5,2,2,2,3,9,9,satisfied
89504,Male,60,Personal Travel,Economy,616,4,,2,2,2,2,4,5,2,0,0,dissatisfied
27096,Male,23,Official,Economy,1236,,2,2,2,2,2,1,4,2,0,0,dissatisfied
69140,Female,33,Official,Business,2023,1,1,1,,3,5,4,4,3,317,324,satisfied
25399,Male,25,Official,Business,891,4,4,,5,5,5,1,4,5,0,0,satisfied
84151,Female,22,Official,Economy,1220,3,,2,3,3,,5,2,3,18,19,dissatisfied
49215,Male,35,Official,Business,3551,4,4,4,5,4,5,4,5,1,0,0,satisfied
73989,Female,37,Personal Travel,Premium,1996,2,1,,,,1,1,3,1,0,0,dissatisfied
46030,Female,65,Official,Economy,0,2,2,2,1,,4,4,4,4,0,0,satisfied
32047,Female,37,Official,Economy,91,0,1,3,3,3,3,1,5,3,0,0,dissatisfied
25662,Female,52,Official,Economy,685,1,,1,1,5,5,5,5,5,0,0,satisfied
25472,Male,18,Official,Economy,492,,0,4,2,2,2,2,3,2,17,0,satisfied
51505,Male,20,Official,Economy,333,0,4,5,4,4,4,5,2,4,0,0,dissatisfied
113791,Male,40,Official,,2501,2,2,2,4,5,5,5,5,4,1,0,satisfied
116304,Female,33,Personal Travel,Economy,336,0,,5,4,4,4,4,4,4,27,28,dissatisfied
18596,Female,30,Official,Business,2964,2,3,3,4,3,4,5,1,4,3,0,satisfied
62589,Female,43,Official,Economy,203,0,,3,4,3,,1,1,4,3,0,dissatisfied
44985,Female,52,Official,Economy,200,2,2,2,5,2,3,3,3,2,0,0,satisfied
25615,Male,49,Official,Business,473,3,1,3,,2,4,4,4,5,48,51,satisfied
79119,Male,45,Personal Travel,Economy,203,4,,2,,4,4,4,4,4,0,0,dissatisfied
109775,Female,55,Official,Business,2585,1,1,1,5,3,2,,2,4,6,0,dissatisfied
69690,Female,42,Official,Business,1235,4,4,4,5,5,5,5,5,5,0,26,satisfied
86666,Male,41,Personal Travel,Economy,671,1,1,2,2,2,2,2,3,2,25,32,dissatisfied
24470,Female,27,Official,Business,2867,3,3,3,4,4,4,2,4,4,109,120,satisfied
124501,Female,40,Official,Business,3126,1,1,1,5,4,3,,3,3,0,0,satisfied
41035,Female,22,Official,Economy,977,1,1,3,,,5,3,3,5,0,0,dissatisfied
43619,Male,65,Official,Economy,267,5,5,5,,4,4,4,3,4,40,26,dissatisfied
113860,Male,38,Official,Economy,1201,2,2,2,3,3,3,2,4,3,15,0,dissatisfied
114459,Female,34,Official,Business,3556,3,3,3,2,3,1,,1,4,0,0,dissatisfied
22464,Male,58,Personal Travel,Economy,214,4,,3,1,1,1,3,5,1,0,13,dissatisfied
50022,Female,49,Official,Economy,277,5,5,5,4,4,3,,3,1,0,0,dissatisfied
97107,Male,59,Official,Business,1251,,,2,2,4,4,4,4,5,15,8,satisfied
31370,Male,32,Official,Business,3374,4,,4,2,,2,3,3,2,0,0,satisfied
103369,Male,46,Personal Travel,Economy,308,2,,3,2,,,3,3,2,6,0,dissatisfied
64293,Female,58,Official,,3504,1,1,1,2,4,4,4,4,3,23,16,satisfied
